"Repo","Skill","Status","Source","Dest"
"Vibe-Trading","social-media-intelligence","installed","agent/src/skills/social-media-intelligence/SKILL.md","C:\Users\lixue\.codex\skills\social-media-intelligence"
"Vibe-Trading","stablecoin-flow","installed","agent/src/skills/stablecoin-flow/SKILL.md","C:\Users\lixue\.codex\skills\stablecoin-flow"
"Vibe-Trading","strategy-generate","installed","agent/src/skills/strategy-generate/SKILL.md","C:\Users\lixue\.codex\skills\strategy-generate"
"Vibe-Trading","technical-basic","installed","agent/src/skills/technical-basic/SKILL.md","C:\Users\lixue\.codex\skills\technical-basic"
"Vibe-Trading","token-unlock-treasury","installed","agent/src/skills/token-unlock-treasury/SKILL.md","C:\Users\lixue\.codex\skills\token-unlock-treasury"
"Vibe-Trading","trade-journal","installed","agent/src/skills/trade-journal/SKILL.md","C:\Users\lixue\.codex\skills\trade-journal"
"Vibe-Trading","tushare","installed","agent/src/skills/tushare/SKILL.md","C:\Users\lixue\.codex\skills\tushare"
"Vibe-Trading","us-etf-flow","installed","agent/src/skills/us-etf-flow/SKILL.md","C:\Users\lixue\.codex\skills\us-etf-flow"
"Vibe-Trading","valuation-model","installed","agent/src/skills/valuation-model/SKILL.md","C:\Users\lixue\.codex\skills\valuation-model"
"Vibe-Trading","vnpy-export","installed","agent/src/skills/vnpy-export/SKILL.md","C:\Users\lixue\.codex\skills\vnpy-export"
"Vibe-Trading","volatility","installed","agent/src/skills/volatility/SKILL.md","C:\Users\lixue\.codex\skills\volatility"
"Vibe-Trading","web-reader","installed","agent/src/skills/web-reader/SKILL.md","C:\Users\lixue\.codex\skills\web-reader"
"Vibe-Trading","yfinance","installed","agent/src/skills/yfinance/SKILL.md","C:\Users\lixue\.codex\skills\yfinance"
"last30days-skill","last30days","installed","skills/last30days/SKILL.md","C:\Users\lixue\.codex\skills\last30days"
